split,horizon_sec,direction,bin,std_low,std_high,count,mean_predicted_std,mean_abs_projected_error,pct_abs_z_lt_1,pct_abs_z_lt_2
train,4.0,y_axis,3,0.4866436004638676,0.9750383377075196,32298,0.707139790058136,0.5196449160575867,0.7332032943216298,0.9424422564864697
train,4.0,y_axis,4,0.9750383377075196,3.686843156814575,32298,1.4917562007904053,0.9868259429931641,0.7575082048424051,0.9543624992259583
train,4.0,radial_xy,0,0.08208498358726501,0.08208499848842621,12309,0.08208499848842621,0.02675693854689598,0.9348444227800796,0.9952067592818263
train,4.0,radial_xy,1,0.08208499848842621,0.10523278564214707,52287,0.08547408878803253,0.03179416432976723,0.9146441754164515,0.9915084055310115
train,4.0,radial_xy,2,0.10523278564214707,0.31847340464591994,32297,0.19307664036750793,0.14988943934440613,0.7193547388302319,0.9297148341951265
train,4.0,radial_xy,3,0.31847340464591994,0.5962757349014283,32298,0.4633944034576416,0.31192317605018616,0.7678494024397795,0.9577373211963589
train,4.0,radial_xy,4,0.5962757349014283,2.305755615234375,32298,0.7698782086372375,0.5630245208740234,0.7287138522509133,0.9518546040002477
train,4.0,rel_velocity_xy,0,0.08208498358726501,0.08208499848842621,11915,0.08208499848842621,0.01839054562151432,0.9812840956777171,0.9990767939571968
train,4.0,rel_velocity_xy,1,0.08208499848842621,0.09979127496480943,52681,0.084779292345047,0.02626393735408783,0.9578405876881608,0.9982536398321976
train,4.0,rel_velocity_xy,2,0.09979127496480943,0.4872332632541657,32297,0.23663227260112762,0.13491186499595642,0.8281574140013004,0.9664365111310648
